,0
R_8_last_minus_mean,0.004265599993130171
B_12_last_minus_mean,0.00426287891189287
R_6_last,0.004238788480067048
S_11_min,0.004193171652266747
D_60_std,0.004151219653949874
D_117_min,0.004150288100831872
D_105_std,0.004128357846192735
D_60_last_minus_first,0.004123171484114016
D_102_first,0.0040644070638252905
D_83_last_minus_mean,0.004062967943450637
B_28_last_minus_mean,0.004060015614278524
B_8_last_minus_mean,0.004053334810866977
D_77_last_minus_mean,0.004044563240415276
S_9_max,0.004041865488816985
D_105_last,0.004025989215135521
R_4_mean,0.004018428563489867
S_11_first,0.004017260910680278
D_119_last_minus_first,0.0040053008102478305
D_123_mean,0.003997403248423589
D_144_last_minus_first,0.00399212183019395
D_69_last_minus_mean,0.003979256046061609
R_11_last_minus_first,0.00394895014031893
D_61_last_minus_first,0.003946141242303185
B_16_max,0.003943899067714629
D_131_std,0.003932243969761941
B_23_min,0.003911424105597783
D_89_last_minus_mean,0.003906377565745495
D_91_std,0.0039062575414129394
B_2_last_minus_mean,0.003904349955013382
S_13_std,0.0038962691687441996
B_24_last_minus_mean,0.003890340402931669
S_15_std,0.0038773289431653993
D_65_last,0.0038677467376240465
B_2_last_minus_first,0.0038667722146602094
D_53_last_minus_first,0.003863291066078029
B_12_first,0.003857489109330212
B_25_mean,0.0038434327156734163
D_124_std,0.0038432449145596125
D_69_mean,0.003841053063616141
D_140_last_minus_mean,0.0038337537602002917
B_23_first,0.0038218771169192408
D_79_last_minus_first,0.0038187527158018582
B_15_std,0.0038186101687609857
B_20_mean,0.003778103779160527
D_105_last_minus_mean,0.0037570114375176673
S_3_last_minus_first,0.003755442616539139
D_115_last,0.0037390033245408
S_8_std,0.003730450051363097
D_142_first,0.003705106387697328
S_12_last_minus_first,0.003699564285845861
D_121_last_minus_mean,0.0036959403305747694
D_115_last_minus_first,0.003685328033717689
R_21_last_minus_mean,0.003679524876913736
B_14_mean,0.00367231815521994
B_37_min,0.0036709148198497956
R_4_last_minus_mean,0.003656454094238692
D_86_mean,0.003629377613162848
S_15_last_minus_first,0.0036239484130436645
D_129_last_minus_first,0.003607108272374142
B_9_last_minus_first,0.0036008370638683893
S_20_mean,0.003588890781831129
R_17_last_minus_mean,0.003576551494224978
D_61_first,0.0035761831450078687
D_80_mean,0.003575335078476007
P_4_last_minus_mean,0.003573633121306927
S_25_last,0.003570723082760155
S_16_mean,0.0035693106635335367
R_19_last_minus_mean,0.003564997452723157
D_102_max,0.003560731581967985
S_18_last_minus_mean,0.003546043800647555
B_18_std,0.0035398971428587146
S_5_first,0.0035370936672375706
D_86_last_minus_mean,0.003515238486901186
